"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8876","Поиск товара в Яндекс Лавке","","2026-09-05","passed","2026-09-05","","test_search_payment","",""
